Group,Tank,Day,ZT,Chamber,FishCount
Experiment,2,3,3,3,0.95
Experiment,3,3,3,3,2.45
Experiment,1,3,3,4,1.216666667
Experiment,2,3,3,4,2.35
Experiment,3,3,3,4,3.35
Experiment,1,3,3,5,2.316666667
Experiment,2,3,3,5,4.433333333
Experiment,3,3,3,5,3.383333333
Experiment,1,3,4,1,4.266666667
Experiment,2,3,4,1,2.2
Experiment,3,3,4,1,0.983333333
Experiment,1,3,4,2,1.316666667
Experiment,2,3,4,2,0.916666667
Experiment,3,3,4,2,1.166666667
Experiment,1,3,4,3,1.65
Experiment,2,3,4,3,1.65
Experiment,3,3,4,3,2.3
Experiment,1,3,4,4,2.233333333
Experiment,2,3,4,4,3.95
Experiment,3,3,4,4,2.983333333
Experiment,1,3,4,5,2.533333333
Experiment,2,3,4,5,3.283333333
Experiment,3,3,4,5,4.566666667
Experiment,1,3,5,1,2.816666667
Experiment,2,3,5,1,1.75
Experiment,3,3,5,1,1.016666667
Experiment,1,3,5,2,2.316666667
Experiment,2,3,5,2,0.8
Experiment,3,3,5,2,0.95
Experiment,1,3,5,3,2.25
Experiment,2,3,5,3,0.716666667
Experiment,3,3,5,3,0.983333333
Experiment,1,3,5,4,2.1
Experiment,2,3,5,4,4.833333333
Experiment,3,3,5,4,4.066666667
Experiment,1,3,5,5,2.516666667
Experiment,2,3,5,5,3.9
Experiment,3,3,5,5,4.983333333
Experiment,1,3,6,1,2.616666667
Experiment,2,3,6,1,1.4
Experiment,3,3,6,1,1.15
Experiment,1,3,6,2,2.483333333
Experiment,2,3,6,2,1.083333333
Experiment,3,3,6,2,0.85
Experiment,1,3,6,3,2.116666667
Experiment,2,3,6,3,2.733333333
Experiment,3,3,6,3,1.15
Experiment,1,3,6,4,2.45
Experiment,2,3,6,4,3.583333333
Experiment,3,3,6,4,3.033333333
Experiment,1,3,6,5,2.333333333
Experiment,2,3,6,5,3.2
Experiment,3,3,6,5,5.816666667
Experiment,1,3,7,1,2.066666667
Experiment,2,3,7,1,1.85
Experiment,3,3,7,1,1.033333333
Experiment,1,3,7,2,2.35
Experiment,2,3,7,2,1.433333333
Experiment,3,3,7,2,0.316666667
Experiment,1,3,7,3,3.366666667
Experiment,2,3,7,3,2.216666667
Experiment,3,3,7,3,2.45
Experiment,1,3,7,4,1.883333333
Experiment,2,3,7,4,3.616666667
Experiment,3,3,7,4,2.5
Experiment,1,3,7,5,2.333333333
Experiment,2,3,7,5,2.883333333
Experiment,3,3,7,5,5.7
Experiment,1,3,8,1,2.183333333
Experiment,2,3,8,1,1.866666667
Experiment,3,3,8,1,1.583333333
Experiment,1,3,8,2,1.633333333
Experiment,2,3,8,2,1.383333333
Experiment,3,3,8,2,0.416666667
Experiment,1,3,8,3,4.066666667
Experiment,2,3,8,3,3.266666667
Experiment,3,3,8,3,3.366666667
Experiment,1,3,8,4,1.7
Experiment,2,3,8,4,2.833333333
Experiment,3,3,8,4,3
Experiment,1,3,8,5,2.416666667
Experiment,2,3,8,5,2.65
Experiment,3,3,8,5,3.633333333
Experiment,1,3,9,1,3.183333333
Experiment,2,3,9,1,2.2
Experiment,3,3,9,1,1.15
Experiment,1,3,9,2,2
Experiment,2,3,9,2,1.85
Experiment,3,3,9,2,0.033333333
Experiment,1,3,9,3,2.3
Experiment,2,3,9,3,2.95
Experiment,3,3,9,3,3.983333333
Experiment,1,3,9,4,2.183333333
Experiment,2,3,9,4,1.933333333
Experiment,3,3,9,4,4.316666667
Experiment,1,3,9,5,2.333333333
Experiment,2,3,9,5,3.066666667
Experiment,3,3,9,5,2.516666667
Experiment,1,3,10,1,4.183333333
Experiment,2,3,10,1,2.933333333
Experiment,3,3,10,1,1.5
Experiment,1,3,10,2,2.05
Experiment,2,3,10,2,1.35
Experiment,3,3,10,2,0.7
Experiment,1,3,10,3,1.083333333
Experiment,2,3,10,3,2.95
Experiment,3,3,10,3,2.633333333
Experiment,1,3,10,4,1.633333333
Experiment,2,3,10,4,1.916666667
Experiment,3,3,10,4,2.3
Experiment,1,3,10,5,3.05
Experiment,2,3,10,5,2.85
Experiment,3,3,10,5,4.866666667
Experiment,1,3,11,1,1.55
Experiment,2,3,11,1,2.383333333
Experiment,3,3,11,1,1.1
Experiment,1,3,11,2,2.716666667
Experiment,2,3,11,2,0.9
Experiment,3,3,11,2,0.316666667
Experiment,1,3,11,3,2.3
Experiment,2,3,11,3,1.833333333
Experiment,3,3,11,3,1.216666667
Experiment,1,3,11,4,2.316666667
Experiment,2,3,11,4,3.683333333
Experiment,3,3,11,4,2.25
Experiment,1,3,11,5,3.116666667
Experiment,2,3,11,5,3.2
Experiment,3,3,11,5,7.116666667
Experiment,1,3,12,1,1.7
Experiment,2,3,12,1,1.183333333
Experiment,3,3,12,1,1.766666667
Experiment,1,3,12,2,5.2
Experiment,2,3,12,2,4.033333333
Experiment,3,3,12,2,3.35
Experiment,1,3,12,3,2
Experiment,2,3,12,3,2.8
Experiment,3,3,12,3,1.666666667
Experiment,1,3,12,4,0.85
Experiment,2,3,12,4,2.183333333
Experiment,3,3,12,4,3.25
Experiment,1,3,12,5,2.25
Experiment,2,3,12,5,1.8
Experiment,3,3,12,5,1.966666667
Experiment,1,3,13,1,1.3
Experiment,2,3,13,1,1.05
Experiment,3,3,13,1,1.216666667
Experiment,1,3,13,2,5.166666667
Experiment,2,3,13,2,4.383333333
Experiment,3,3,13,2,4.883333333
Experiment,1,3,13,3,2.516666667
Experiment,2,3,13,3,4.066666667
Experiment,3,3,13,3,1.183333333
Experiment,1,3,13,4,0.85
Experiment,2,3,13,4,1.083333333
Experiment,3,3,13,4,2.5
Experiment,1,3,13,5,2.166666667
Experiment,2,3,13,5,1.416666667
Experiment,3,3,13,5,2.216666667
Experiment,1,3,14,1,1.066666667
Experiment,2,3,14,1,0.85
Experiment,3,3,14,1,1.15
Experiment,1,3,14,2,5.583333333
Experiment,2,3,14,2,4.133333333
Experiment,3,3,14,2,5.616666667
Experiment,1,3,14,3,2.766666667
Experiment,2,3,14,3,4.416666667
Experiment,3,3,14,3,1.416666667
Experiment,1,3,14,4,0.333333333
Experiment,2,3,14,4,0.933333333
Experiment,3,3,14,4,1.016666667
Experiment,1,3,14,5,2.25
Experiment,2,3,14,5,1.666666667
Experiment,3,3,14,5,2.8
Experiment,1,3,15,1,1.016666667
Experiment,2,3,15,1,0.95
Experiment,3,3,15,1,1.216666667
Experiment,1,3,15,2,5.166666667
Experiment,2,3,15,2,4.533333333
Experiment,3,3,15,2,5.766666667
Experiment,1,3,15,3,3.166666667
Experiment,2,3,15,3,4.05
Experiment,3,3,15,3,2.016666667
Experiment,1,3,15,4,0.816666667
Experiment,2,3,15,4,0.833333333
Experiment,3,3,15,4,0.95
Experiment,1,3,15,5,1.833333333
Experiment,2,3,15,5,1.633333333
Experiment,3,3,15,5,2.05
Experiment,1,3,16,1,1.133333333
Experiment,2,3,16,1,0.833333333
Experiment,3,3,16,1,1.133333333
Experiment,1,3,16,2,5.8
Experiment,2,3,16,2,4.733333333
Experiment,3,3,16,2,5.533333333
Experiment,1,3,16,3,2.9
Experiment,2,3,16,3,4.933333333
Experiment,3,3,16,3,1.466666667
Experiment,1,3,16,4,0.533333333
Experiment,2,3,16,4,0.733333333
Experiment,3,3,16,4,1.3
Experiment,1,3,16,5,1.633333333
Experiment,2,3,16,5,0.766666667
Experiment,3,3,16,5,2.566666667
Experiment,1,3,17,1,1.333333333
Experiment,2,3,17,1,0.9
Experiment,3,3,17,1,1.266666667
Experiment,1,3,17,2,5.516666667
Experiment,2,3,17,2,4.933333333
Experiment,3,3,17,2,6.033333333
Experiment,1,3,17,3,2.066666667
Experiment,2,3,17,3,4.483333333
Experiment,3,3,17,3,1.433333333
Experiment,1,3,17,4,1.4
Experiment,2,3,17,4,0.733333333
Experiment,3,3,17,4,1.133333333
Experiment,1,3,17,5,1.683333333
Experiment,2,3,17,5,0.95
Experiment,3,3,17,5,2.133333333
Experiment,1,3,18,1,1.916666667
Experiment,2,3,18,1,0.983333333
Experiment,3,3,18,1,1.4
Experiment,1,3,18,2,5.483333333
Experiment,2,3,18,2,4.016666667
Experiment,3,3,18,2,6.2
Experiment,1,3,18,3,1.983333333
Experiment,2,3,18,3,3.883333333
Experiment,3,3,18,3,1.3
Experiment,1,3,18,4,0.816666667
Experiment,2,3,18,4,2.183333333
Experiment,3,3,18,4,0.883333333
Experiment,1,3,18,5,1.8
Experiment,2,3,18,5,0.933333333
Experiment,3,3,18,5,2.216666667
Experiment,1,3,19,1,1.216666667
Experiment,2,3,19,1,1.116666667
Experiment,3,3,19,1,2.05
Experiment,1,3,19,2,6.016666667
Experiment,2,3,19,2,3.866666667
Experiment,3,3,19,2,8.3
Experiment,1,3,19,3,1.566666667
Experiment,2,3,19,3,3.7
Experiment,3,3,19,3,0.583333333
Experiment,1,3,19,4,1.516666667
Experiment,2,3,19,4,2.316666667
Experiment,3,3,19,4,0.083333333
Experiment,1,3,19,5,1.683333333
Experiment,2,3,19,5,1
Experiment,3,3,19,5,0.983333333
Experiment,1,3,20,1,1.466666667
Experiment,2,3,20,1,1
Experiment,3,3,20,1,2.15
Experiment,1,3,20,2,6.216666667
Experiment,2,3,20,2,3.2
Experiment,3,3,20,2,8.066666667
Experiment,1,3,20,3,2.183333333
Experiment,2,3,20,3,4.65
Experiment,3,3,20,3,0.666666667
Experiment,1,3,20,4,0.75
Experiment,2,3,20,4,2.033333333
Experiment,3,3,20,4,0.166666667
Experiment,1,3,20,5,1.383333333
Experiment,2,3,20,5,1.116666667
Experiment,3,3,20,5,0.95
Experiment,1,3,21,1,2.133333333
Experiment,2,3,21,1,1.516666667
Experiment,3,3,21,1,1.45
Experiment,1,3,21,2,5.566666667
Experiment,2,3,21,2,3.2
Experiment,3,3,21,2,8.033333333
Experiment,1,3,21,3,1.733333333
Experiment,2,3,21,3,4.1
Experiment,3,3,21,3,1.016666667
Experiment,1,3,21,4,1.016666667
Experiment,2,3,21,4,1.25
Experiment,3,3,21,4,0.333333333
Experiment,1,3,21,5,1.55
Experiment,2,3,21,5,1.933333333
Experiment,3,3,21,5,1.166666667
Experiment,1,3,22,1,2.4
Experiment,2,3,22,1,2.6
Experiment,3,3,22,1,1.383333333
Experiment,1,3,22,2,5
Experiment,2,3,22,2,3.183333333
Experiment,3,3,22,2,7.5
Experiment,1,3,22,3,1.666666667
Experiment,2,3,22,3,2.75
Experiment,3,3,22,3,0.916666667
Experiment,1,3,22,4,1.55
Experiment,2,3,22,4,1.066666667
Experiment,3,3,22,4,1
Experiment,1,3,22,5,1.383333333
Experiment,2,3,22,5,2.4
Experiment,3,3,22,5,1.2
Experiment,1,3,23,1,2.633333333
Experiment,2,3,23,1,2.9
Experiment,3,3,23,1,1.15
Experiment,1,3,23,2,4.483333333
Experiment,2,3,23,2,3.983333333
Experiment,3,3,23,2,7.233333333
Experiment,1,3,23,3,1.866666667
Experiment,2,3,23,3,1.166666667
Experiment,3,3,23,3,0.933333333
Experiment,1,3,23,4,1.05
Experiment,2,3,23,4,1.266666667
Experiment,3,3,23,4,1.366666667
Experiment,1,3,23,5,1.966666667
Experiment,2,3,23,5,2.683333333
Experiment,3,3,23,5,1.316666667
Experiment,1,4,0,1,3.416666667
Experiment,2,4,0,1,2.266666667
Experiment,3,4,0,1,1.216666667
Experiment,1,4,0,2,1.923076923
Experiment,2,4,0,2,0.794871795
Experiment,3,4,0,2,0.461538462
Experiment,1,4,0,3,1.692307692
Experiment,2,4,0,3,1.256410256
Experiment,3,4,0,3,1.487179487
Experiment,1,4,0,4,0.512820513
Experiment,2,4,0,4,2.743589744
Experiment,3,4,0,4,2.692307692
Experiment,1,4,0,5,4.41025641
Experiment,2,4,0,5,4.871794872
Experiment,3,4,0,5,6.128205128
Experiment,1,4,1,1,2.316666667
Experiment,2,4,1,1,2.316666667
Experiment,3,4,1,1,1.5
Experiment,1,4,1,2,2.75
Experiment,2,4,1,2,1.5
Experiment,3,4,1,2,0.383333333
Experiment,1,4,1,3,2.4
Experiment,2,4,1,3,1.366666667
Experiment,3,4,1,3,1.45
Experiment,1,4,1,4,0.616666667
Experiment,2,4,1,4,3.533333333
Experiment,3,4,1,4,2.366666667
Experiment,1,4,1,5,3.916666667
Experiment,2,4,1,5,3.283333333
Experiment,3,4,1,5,6.3
Experiment,1,4,2,1,2.533333333
Experiment,2,4,2,1,2.416666667
Experiment,3,4,2,1,1.4
Experiment,1,4,2,2,1.533333333
Experiment,2,4,2,2,1.216666667
Experiment,3,4,2,2,1.5
Experiment,1,4,2,3,2.166666667
Experiment,2,4,2,3,3.016666667
Experiment,3,4,2,3,1.966666667
Experiment,1,4,2,4,1.833333333
Experiment,2,4,2,4,3.1
Experiment,3,4,2,4,1.333333333
Experiment,1,4,2,5,3.933333333
Experiment,2,4,2,5,2.25
Experiment,3,4,2,5,5.8
Experiment,1,4,3,1,1.866666667
Experiment,2,4,3,1,1.633333333
Experiment,3,4,3,1,1.183333333
Experiment,1,4,3,2,2.25
Experiment,2,4,3,2,1.25
Experiment,3,4,3,2,1.033333333
Experiment,1,4,3,3,2.233333333
Experiment,2,4,3,3,2.9
Experiment,3,4,3,3,1.233333333
Experiment,1,4,3,4,1.8
Experiment,2,4,3,4,2.45
Experiment,3,4,3,4,1.6
Experiment,1,4,3,5,3.85
Experiment,2,4,3,5,3.766666667
Experiment,3,4,3,5,6.95
Experiment,1,4,4,1,1.233333333
Experiment,2,4,4,1,1.833333333
Experiment,3,4,4,1,0.716666667
Experiment,1,4,4,2,1.416666667
Experiment,2,4,4,2,1.2
Experiment,3,4,4,2,0.766666667
Experiment,1,4,4,3,4.733333333
Experiment,2,4,4,3,1.766666667
Experiment,3,4,4,3,0.883333333
Experiment,1,4,4,4,1.783333333
Experiment,2,4,4,4,2.516666667
Experiment,3,4,4,4,3.133333333
Experiment,1,4,4,5,2.833333333
Experiment,2,4,4,5,4.683333333
Experiment,3,4,4,5,6.5
Experiment,1,4,5,1,0.9
Experiment,2,4,5,1,2.8
Experiment,3,4,5,1,0.683333333
Experiment,1,4,5,2,2.016666667
Experiment,2,4,5,2,1.05
Experiment,3,4,5,2,0.233333333
Experiment,1,4,5,3,3.4
Experiment,2,4,5,3,2.05
Experiment,3,4,5,3,1.716666667
Experiment,1,4,5,4,3.3
Experiment,2,4,5,4,3.1
Experiment,3,4,5,4,3.816666667
Experiment,1,4,5,5,2.383333333
Experiment,2,4,5,5,3
Experiment,3,4,5,5,5.55
Experiment,1,4,6,1,0.65
Experiment,2,4,6,1,2.333333333
Experiment,3,4,6,1,0.383333333
Experiment,1,4,6,2,2.733333333
Experiment,2,4,6,2,1.033333333
Experiment,3,4,6,2,0.55
Experiment,1,4,6,3,3.883333333
Experiment,2,4,6,3,2.866666667
Experiment,3,4,6,3,2.316666667
Experiment,1,4,6,4,2.5
Experiment,2,4,6,4,3.65
Experiment,3,4,6,4,3.05
Experiment,1,4,6,5,2.233333333
Experiment,2,4,6,5,2.116666667
Experiment,3,4,6,5,5.7
Experiment,1,4,7,1,1.116666667
Experiment,2,4,7,1,1.8
Experiment,3,4,7,1,0.5
Experiment,1,4,7,2,2.5
Experiment,2,4,7,2,0.816666667
Experiment,3,4,7,2,0.416666667
Experiment,1,4,7,3,4.083333333
Experiment,2,4,7,3,2.666666667
Experiment,3,4,7,3,2.383333333
Experiment,1,4,7,4,1.9
Experiment,2,4,7,4,4.266666667
Experiment,3,4,7,4,4
Experiment,1,4,7,5,2.4
Experiment,2,4,7,5,2.45
Experiment,3,4,7,5,4.7
Experiment,1,4,8,1,0.366666667
Experiment,2,4,8,1,1.65
Experiment,3,4,8,1,1.366666667
Experiment,1,4,8,2,0.783333333
Experiment,2,4,8,2,0.966666667
Experiment,3,4,8,2,0.9
Experiment,1,4,8,3,6.616666667
Experiment,2,4,8,3,2.25
Experiment,3,4,8,3,2.983333333
Experiment,1,4,8,4,2.45
Experiment,2,4,8,4,4.783333333
Experiment,3,4,8,4,5.15
Experiment,1,4,8,5,1.783333333
Experiment,2,4,8,5,2.35
Experiment,3,4,8,5,1.6
Experiment,1,4,9,1,0.916666667
Experiment,2,4,9,1,2.866666667
Experiment,3,4,9,1,0.916666667
Experiment,1,4,9,2,2.1
Experiment,2,4,9,2,0.983333333
Experiment,3,4,9,2,0.516666667
Experiment,1,4,9,3,3.833333333
Experiment,2,4,9,3,3.3
Experiment,3,4,9,3,3.1
Experiment,1,4,9,4,2.616666667
Experiment,2,4,9,4,2.466666667
Experiment,3,4,9,4,5.733333333
Experiment,1,4,9,5,2.533333333
Experiment,2,4,9,5,2.383333333
Experiment,3,4,9,5,1.733333333
Experiment,1,4,10,1,0.833333333
Experiment,2,4,10,1,2.816666667
Experiment,3,4,10,1,0.5
Experiment,1,4,10,2,1.566666667
Experiment,2,4,10,2,0.966666667
Experiment,3,4,10,2,0.6
Experiment,1,4,10,3,2.233333333
Experiment,2,4,10,3,1.966666667
Experiment,3,4,10,3,3.35
Experiment,1,4,10,4,3.4
Experiment,2,4,10,4,2.133333333
Experiment,3,4,10,4,5.716666667
Experiment,1,4,10,5,3.966666667
Experiment,2,4,10,5,4.116666667
Experiment,3,4,10,5,1.833333333
Experiment,1,4,11,1,0.933333333
Experiment,2,4,11,1,2.183333333
Experiment,3,4,11,1,0.866666667
Experiment,1,4,11,2,2.45
Experiment,2,4,11,2,0.683333333
Experiment,3,4,11,2,0.483333333
Experiment,1,4,11,3,2.6
Experiment,2,4,11,3,0.95
Experiment,3,4,11,3,1.65
Experiment,1,4,11,4,1.933333333
Experiment,2,4,11,4,1.7
Experiment,3,4,11,4,6.583333333
Experiment,1,4,11,5,4.083333333
Experiment,2,4,11,5,6.483333333
Experiment,3,4,11,5,2.416666667
Experiment,1,4,12,1,1.933333333
Experiment,2,4,12,1,1.066666667
Experiment,3,4,12,1,1.916666667
Experiment,1,4,12,2,4.283333333
Experiment,2,4,12,2,2.983333333
Experiment,3,4,12,2,4.066666667
Experiment,1,4,12,3,0.533333333
Experiment,2,4,12,3,3.116666667
Experiment,3,4,12,3,2.016666667
Experiment,1,4,12,4,2.683333333
Experiment,2,4,12,4,1.516666667
Experiment,3,4,12,4,1.683333333
Experiment,1,4,12,5,2.566666667
Experiment,2,4,12,5,3.316666667
Experiment,3,4,12,5,2.316666667
Experiment,1,4,13,1,1.433333333
Experiment,2,4,13,1,1.283333333
Experiment,3,4,13,1,1.483333333
Experiment,1,4,13,2,4.633333333
Experiment,2,4,13,2,3.85
Experiment,3,4,13,2,4.616666667
Experiment,1,4,13,3,1.716666667
Experiment,2,4,13,3,2.25
Experiment,3,4,13,3,2.516666667
Experiment,1,4,13,4,2.666666667
Experiment,2,4,13,4,2.333333333
Experiment,3,4,13,4,1.9
Experiment,1,4,13,5,1.55
Experiment,2,4,13,5,2.283333333
Experiment,3,4,13,5,1.483333333
Experiment,1,4,14,1,1.15
Experiment,2,4,14,1,1.1
Experiment,3,4,14,1,1.5
Experiment,1,4,14,2,4.6
Experiment,2,4,14,2,4.166666667
Experiment,3,4,14,2,5.2
Experiment,1,4,14,3,1.65
Experiment,2,4,14,3,2.55
Experiment,3,4,14,3,2.366666667
Experiment,1,4,14,4,2.616666667
Experiment,2,4,14,4,2.566666667
Experiment,3,4,14,4,1.683333333
Experiment,1,4,14,5,1.983333333
Experiment,2,4,14,5,1.616666667
Experiment,3,4,14,5,1.25
Experiment,1,4,15,1,1.616666667
Experiment,2,4,15,1,1.783333333
Experiment,3,4,15,1,1.766666667
Experiment,1,4,15,2,5.7
Experiment,2,4,15,2,4.566666667
Experiment,3,4,15,2,5.116666667
Experiment,1,4,15,3,0.883333333
Experiment,2,4,15,3,2.733333333
Experiment,3,4,15,3,2.266666667
Experiment,1,4,15,4,1.7
Experiment,2,4,15,4,1.783333333
Experiment,3,4,15,4,1.433333333
Experiment,1,4,15,5,2.1
Experiment,2,4,15,5,1.133333333
Experiment,3,4,15,5,1.416666667
Experiment,1,4,16,1,1.766666667
Experiment,2,4,16,1,1.566666667
Experiment,3,4,16,1,1.333333333
Experiment,1,4,16,2,5.533333333
Experiment,2,4,16,2,4.533333333
Experiment,3,4,16,2,4.4
Experiment,1,4,16,3,1.466666667
Experiment,2,4,16,3,3.866666667
Experiment,3,4,16,3,2.6
Experiment,1,4,16,4,1.833333333
Experiment,2,4,16,4,1.033333333
Experiment,3,4,16,4,2.5
Experiment,1,4,16,5,1.4
Experiment,2,4,16,5,1
Experiment,3,4,16,5,1.166666667
Experiment,1,4,17,1,1.666666667
Experiment,2,4,17,1,1.7
Experiment,3,4,17,1,0.933333333
Experiment,1,4,17,2,5.133333333
Experiment,2,4,17,2,4.35
Experiment,3,4,17,2,4.016666667
Experiment,1,4,17,3,1.683333333
Experiment,2,4,17,3,3.533333333
Experiment,3,4,17,3,1.85
Experiment,1,4,17,4,2.45
Experiment,2,4,17,4,1.433333333
Experiment,3,4,17,4,4.2
Experiment,1,4,17,5,1.066666667
Experiment,2,4,17,5,0.983333333
Experiment,3,4,17,5,1
Experiment,1,4,18,1,1.3
Experiment,2,4,18,1,1.95
Experiment,3,4,18,1,0.6
Experiment,1,4,18,2,5.333333333
Experiment,2,4,18,2,4.166666667
Experiment,3,4,18,2,4.566666667
Experiment,1,4,18,3,1.133333333
Experiment,2,4,18,3,3.2
Experiment,3,4,18,3,1.216666667
Experiment,1,4,18,4,2.916666667
Experiment,2,4,18,4,1.55
Experiment,3,4,18,4,4.783333333
Experiment,1,4,18,5,1.316666667
Experiment,2,4,18,5,1.133333333
Experiment,3,4,18,5,0.833333333
Experiment,1,4,19,1,1.75
Experiment,2,4,19,1,1.85
Experiment,3,4,19,1,0.366666667
Experiment,1,4,19,2,5.716666667
Experiment,2,4,19,2,3.65
Experiment,3,4,19,2,4.333333333
Experiment,1,4,19,3,1.05
Experiment,2,4,19,3,3.316666667
Experiment,3,4,19,3,1.283333333
Experiment,1,4,19,4,1.6
Experiment,2,4,19,4,1.833333333
Experiment,3,4,19,4,5.2
Experiment,1,4,19,5,1.883333333
Experiment,2,4,19,5,1.35
Experiment,3,4,19,5,0.816666667
Experiment,1,4,20,1,1.766666667
Experiment,2,4,20,1,1.8
Experiment,3,4,20,1,0.7
Experiment,1,4,20,2,6.116666667
Experiment,2,4,20,2,4.05
Experiment,3,4,20,2,4.1
Experiment,1,4,20,3,1.316666667
Experiment,2,4,20,3,3.133333333
Experiment,3,4,20,3,0.95
Experiment,1,4,20,4,1.233333333
Experiment,2,4,20,4,1.45
Experiment,3,4,20,4,4.75
Experiment,1,4,20,5,1.566666667
Experiment,2,4,20,5,1.566666667
Experiment,3,4,20,5,1.5
Experiment,1,4,21,1,2.216666667
Experiment,2,4,21,1,1.616666667
Experiment,3,4,21,1,0.65
Experiment,1,4,21,2,5.983333333
Experiment,2,4,21,2,3.7
Experiment,3,4,21,2,5
Experiment,1,4,21,3,0.9
Experiment,2,4,21,3,3.233333333
Experiment,3,4,21,3,1.633333333
Experiment,1,4,21,4,1.6
Experiment,2,4,21,4,1.283333333
Experiment,3,4,21,4,3.216666667
Experiment,1,4,21,5,1.3
Experiment,2,4,21,5,2.166666667
Experiment,3,4,21,5,1.5
Experiment,1,4,22,1,2.233333333
Experiment,2,4,22,1,1.583333333
Experiment,3,4,22,1,0.85
Experiment,1,4,22,2,5.683333333
Experiment,2,4,22,2,4.15
Experiment,3,4,22,2,4.4
Experiment,1,4,22,3,0.733333333
Experiment,2,4,22,3,1.916666667
Experiment,3,4,22,3,1.133333333
Experiment,1,4,22,4,1.483333333
Experiment,2,4,22,4,1.316666667
Experiment,3,4,22,4,3.366666667
Experiment,1,4,22,5,1.866666667
Experiment,2,4,22,5,3.033333333
Experiment,3,4,22,5,2.25
Experiment,1,4,23,1,1.86440678
Experiment,2,4,23,1,1.933333333
Experiment,3,4,23,1,0.9
Experiment,1,4,23,2,4.711864407
Experiment,2,4,23,2,3.866666667
Experiment,3,4,23,2,3.166666667
Experiment,1,4,23,3,1.13559322
Experiment,2,4,23,3,0.9
Experiment,3,4,23,3,1.3
Experiment,1,4,23,4,1.966101695
Experiment,2,4,23,4,1.566666667
Experiment,3,4,23,4,4.166666667
Experiment,1,4,23,5,2.322033898
Experiment,2,4,23,5,3.733333333
Experiment,3,4,23,5,2.466666667
Experiment,1,5,0,1,2.733333333
Experiment,2,5,0,1,1.533333333
Experiment,3,5,0,1,1.084745763
Experiment,1,5,0,2,2.051282051
Experiment,2,5,0,2,0.948717949
Experiment,3,5,0,2,0.666666667
Experiment,1,5,0,3,0.897435897
Experiment,2,5,0,3,2.564102564
Experiment,3,5,0,3,2.769230769
Experiment,1,5,0,4,0.692307692
Experiment,2,5,0,4,1.897435897
Experiment,3,5,0,4,4.948717949
Experiment,1,5,0,5,6.051282051
Experiment,2,5,0,5,5
Experiment,3,5,0,5,2.461538462
Experiment,1,5,1,1,1.766666667
Experiment,2,5,1,1,1.683333333
Experiment,3,5,1,1,1.133333333
Experiment,1,5,1,2,1.383333333
Experiment,2,5,1,2,1.4
Experiment,3,5,1,2,0.7
Experiment,1,5,1,3,3.616666667
Experiment,2,5,1,3,2.716666667
Experiment,3,5,1,3,1.7
Experiment,1,5,1,4,1.65
Experiment,2,5,1,4,2.383333333
Experiment,3,5,1,4,6.483333333
Experiment,1,5,1,5,3.583333333
Experiment,2,5,1,5,3.816666667
Experiment,3,5,1,5,1.983333333
Experiment,1,5,2,1,1.95
Experiment,2,5,2,1,2.05
Experiment,3,5,2,1,0.766666667
Experiment,1,5,2,2,1.383333333
Experiment,2,5,2,2,1.083333333
Experiment,3,5,2,2,0.5
Experiment,1,5,2,3,4.2
Experiment,2,5,2,3,4.133333333
Experiment,3,5,2,3,1.733333333
Experiment,1,5,2,4,1.85
Experiment,2,5,2,4,1.883333333
Experiment,3,5,2,4,6.866666667
Experiment,1,5,2,5,2.616666667
Experiment,2,5,2,5,2.85
Experiment,3,5,2,5,2.133333333
Experiment,1,5,3,1,1.916666667
Experiment,2,5,3,1,2.216666667
Experiment,3,5,3,1,0.55
Experiment,1,5,3,2,0.883333333
Experiment,2,5,3,2,2.016666667
Experiment,3,5,3,2,0.633333333
Experiment,1,5,3,3,4.266666667
Experiment,2,5,3,3,2.333333333
Experiment,3,5,3,3,1.7
Experiment,1,5,3,4,1.3
Experiment,2,5,3,4,1.85
Experiment,3,5,3,4,5.983333333
Experiment,1,5,3,5,3.633333333
Experiment,2,5,3,5,3.583333333
Experiment,3,5,3,5,3.133333333
Experiment,1,5,4,1,1.383333333
Experiment,2,5,4,1,2.116666667
Experiment,3,5,4,1,0.2
Experiment,1,5,4,2,1.6
Experiment,2,5,4,2,1.9
Experiment,3,5,4,2,1.2
Experiment,1,5,4,3,4.466666667
Experiment,2,5,4,3,2.433333333
Experiment,3,5,4,3,2.45
Experiment,1,5,4,4,1.733333333
Experiment,2,5,4,4,3.133333333
Experiment,3,5,4,4,6.216666667
Experiment,1,5,4,5,2.816666667
Experiment,2,5,4,5,2.416666667
Experiment,3,5,4,5,1.933333333
Experiment,1,5,5,1,1.25
Experiment,2,5,5,1,1.333333333
Experiment,3,5,5,1,0.333333333
Experiment,1,5,5,2,2.166666667
Experiment,2,5,5,2,1.983333333
Experiment,3,5,5,2,1.416666667
Experiment,1,5,5,3,4.466666667
Experiment,2,5,5,3,2.383333333
Experiment,3,5,5,3,2.833333333
Experiment,1,5,5,4,2.283333333
Experiment,2,5,5,4,4.233333333
Experiment,3,5,5,4,4.9
Experiment,1,5,5,5,1.833333333
Experiment,2,5,5,5,2.066666667
Experiment,3,5,5,5,2.516666667
Experiment,1,5,6,1,1.383333333
Experiment,2,5,6,1,0.95
Experiment,3,5,6,1,0.6
Experiment,1,5,6,2,1.933333333
Experiment,2,5,6,2,1.85
